id,osm_id,lat,lon
341,25931857,44.6026220,23.2728502
342,25931867,44.6106070,23.1544680
343,25931869,44.6020629,23.1161661
344,25932985,44.5053762,23.5927928
345,25932991,44.5013175,23.5978360
346,25933040,44.4391593,23.6835799
347,25933058,44.3824207,23.7269510
348,25933060,44.3748762,23.7346867
349,25933061,44.3684134,23.7412774
350,26003397,46.5284531,24.5453799
351,26003417,46.5259925,24.5396757
352,26003422,46.5276465,24.5435749
353,26003426,46.5312246,24.5498595
354,26003427,46.5332514,24.5521383
355,26003432,46.5382235,24.5581072
356,26003449,46.5348271,24.5831231
357,26003450,46.5351223,24.5834022
358,26003633,46.5113858,24.5101092
359,26003932,46.5398777,24.5589648
360,26003933,46.5396798,24.5598531
361,26003944,46.5388027,24.5661209
362,26003945,46.5387616,24.5673692
363,26003947,46.5387755,24.5711786
364,26003952,46.5390568,24.5776727
365,26003954,46.5383725,24.5790679
366,26003958,46.5361311,24.5818582
367,26003959,46.5357007,24.5824026
368,26003960,46.5349112,24.5838378
369,26132819,44.4354475,26.1022688
370,26238573,45.6887456,21.9121499
371,26238610,45.7053002,21.9394818
372,26238638,45.7037854,21.9628608
373,26238794,45.7175759,21.9934648
374,26238798,45.7179542,21.9944116
375,26238873,45.7526433,21.9988811
376,26239332,45.7887846,22.0614008
377,26239364,45.7955495,22.0660638
378,26239394,45.8080908,22.0720611
379,26239405,45.8130230,22.0722595
380,26239413,45.8163688,22.0754735
381,26239474,45.8219505,22.1081491
382,26239489,45.8287637,22.1263187
383,26239507,45.8363299,22.1399195
384,26239511,45.8403718,22.1437283
385,26239515,45.8426901,22.1477612
386,26239525,45.8473230,22.1563060
387,26239534,45.8502221,22.1703242
388,26239552,45.8575671,22.1794049
389,26239557,45.8565119,22.1829140
390,26239567,45.8584920,22.2051310
391,26239569,45.8585692,22.2114586
392,26239597,45.8566271,22.2730476
393,26239598,45.8564175,22.2745430
394,26239601,45.8511064,22.2954746
395,26239602,45.8493664,22.3022622
396,26239604,45.8482902,22.3069936
397,26239693,45.8492429,22.3200726
398,26239778,45.8660394,22.3465457
399,26239853,45.8771111,22.3783565
400,26267852,45.8789913,22.3907069
401,26267869,45.8818379,22.3994118
402,26267871,45.8828746,22.4010943
403,26267921,45.8852546,22.4411103
404,26267946,45.8869638,22.4461712
405,26267949,45.8870026,22.4475627
406,26267961,45.8877528,22.4607647
407,26267977,45.8940870,22.4768747
408,26267979,45.8947967,22.4791473
409,26267993,45.9013399,22.4930530
410,26267998,45.9051598,22.4970145
411,26268002,45.9096137,22.5037089
412,26268005,45.9130364,22.5093153
413,26268007,45.9135137,22.5130173
414,26268019,45.9099026,22.5324049
415,26268020,45.9098568,22.5341825
416,26268023,45.9108344,22.5400946
417,26268044,45.9140174,22.5654320
418,26268067,45.9113652,22.6000055
419,26268194,45.9176710,22.6309592
420,26268198,45.9178732,22.6395213
421,26268203,45.9191880,22.6513709
422,26268226,45.9215405,22.6706139
423,26268229,45.9228927,22.6716647
424,26268850,45.9234895,22.6792609
425,26268884,45.9171133,22.7264287
426,26268898,45.9152802,22.7373314
427,26268907,45.9151510,22.7490778
428,26268929,45.9054789,22.7802017
429,26268939,45.9044227,22.7965792
430,26268941,45.9045835,22.7988367
431,26268946,45.9069573,22.8046293
432,26268947,45.9082828,22.8070665
433,26268949,45.9109401,22.8129861
434,26268963,45.9197756,22.8432295
435,26268964,45.9192852,22.8448549
436,26268974,45.9132942,22.8576613
437,26268980,45.9100683,22.8644055
438,26268981,45.9097914,22.8653280
439,26268985,45.9073672,22.8695728
440,26268997,45.9014476,22.8862724
441,26269001,45.8930608,22.9028691
442,26292965,46.5526719,24.5674487
443,26305231,46.4490692,24.3410589
444,26305237,46.4502999,24.2356367
445,26305238,46.4738730,24.0799184
446,26305240,46.0882479,23.5916109
447,26305241,46.4852829,24.1023746
448,26305246,46.4496932,24.3431982
449,26305258,46.0427882,23.5633192
450,26305265,45.8346316,23.0375488
451,26305284,46.3747167,23.7436967
452,26305336,46.4032334,23.8110846
453,26305337,46.4457664,24.2587146
454,26305344,46.4630116,23.9616465
455,26305460,46.4550611,24.3793032
456,26305543,46.4532245,24.3758514
457,26305571,45.8477337,23.0025757
458,26305591,46.4454730,24.2497434
459,26305597,46.3966944,23.8083724
460,26305610,46.4834742,24.0939801
461,26305634,46.0738724,23.5802001
462,26305645,46.4773166,24.1438152
463,26305653,46.4819751,24.0936488
464,26305676,46.4796096,24.4534405
465,26305687,46.0526776,23.5700611
466,26305700,46.4615567,24.1596465
467,26305711,46.4587732,24.1701235
468,26305729,46.4812283,24.0910542
469,26305770,46.4875642,24.0980820
470,26305775,46.4632771,24.4105897
471,26305798,45.8378361,23.1820115
472,26305846,46.4442231,24.3312487
473,26305868,46.0896638,23.5932771
474,26305872,46.3567532,23.7127240
475,26305873,46.4505015,24.3573350
476,26305877,45.8460286,23.0048866
477,26305882,45.8345184,23.0379805
478,26305884,46.4494360,24.2209120
479,26305965,46.4800642,24.1263925
480,26305977,46.4661649,24.0249813
481,26305987,46.3753734,23.7464560
482,26305989,46.4518415,24.2002579
483,26305993,46.4530998,24.3755310
484,26306033,46.4448748,24.3192402
485,26306054,46.4450900,24.2524377
486,26306075,46.0758304,23.5795173
487,26306076,46.4806248,24.4539229
