id,coords
41899,45.005848:26.594256 45.006046:26.594789
41900,44.971719:26.519946 44.972583:26.521606 44.973912:26.524155
41901,44.973912:26.524155 44.975250:26.526724 44.976029:26.528203 44.978241:26.532404 44.979154:26.534138 44.981560:26.538704
41902,44.981560:26.538704 44.982796:26.541062 44.984551:26.544355 44.986565:26.548161 44.987931:26.550715 44.990339:26.555335 44.991459:26.557479 44.992642:26.559724 44.993512:26.561390 44.994289:26.562924 44.995579:26.565585 44.996850:26.568385 44.997681:26.570327 44.998493:26.572328 44.999084:26.573845 44.999585:26.575166 45.000215:26.576899 45.000924:26.578980 45.001592:26.581036 45.002461:26.583807 45.003279:26.586518 45.004228:26.589551 45.005054:26.591973 45.005848:26.594256
41903,45.020195:26.624582 45.020953:26.625988 45.021834:26.627730 45.022579:26.629255 45.023350:26.630956 45.024018:26.632508 45.024745:26.634288 45.025187:26.635421 45.025411:26.636009
41904,45.019869:26.623983 45.020195:26.624582
41905,45.025411:26.636009 45.026070:26.637771
41906,45.006046:26.594789 45.006667:26.596463 45.007209:26.597857 45.007960:26.599730 45.008658:26.601419 45.009647:26.603694 45.010626:26.605850 45.011347:26.607422 45.012033:26.608913 45.012659:26.610271 45.013391:26.611802 45.014107:26.613248 45.014752:26.614503 45.015825:26.616558 45.016806:26.618377 45.018205:26.620942 45.019300:26.622945 45.019869:26.623983
41907,45.055324:26.714933 45.055557:26.715580
41908,45.026070:26.637771 45.027352:26.641199
41909,45.027352:26.641199 45.028312:26.643632 45.029322:26.646062 45.029908:26.647371 45.030566:26.648802 45.031235:26.650211 45.032126:26.651992 45.033183:26.654001 45.034609:26.656656
41910,45.034609:26.656656 45.035348:26.658031 45.037388:26.661842 45.038434:26.663818 45.039385:26.665733 45.040117:26.667225 45.041542:26.670261 45.042634:26.672691 45.043494:26.674719 45.044548:26.677294 45.045586:26.680067 45.046420:26.682395 45.047170:26.684595 45.047912:26.686849 45.048804:26.689816 45.049569:26.692497 45.050305:26.695254 45.050972:26.697893 45.051809:26.701582 45.052647:26.705489 45.053090:26.707442 45.053435:26.708810 45.053762:26.710037 45.054292:26.711841 45.054758:26.713290 45.055324:26.714933
41911,45.414998:28.008979 45.415261:28.009517
41912,45.125541:26.869721 45.125437:26.869820 45.125191:26.870179 45.125140:26.870236 45.125084:26.870282 45.124986:26.870347
41913,45.124265:26.871575 45.124372:26.871468 45.124631:26.871107 45.124691:26.871048 45.124820:26.870987
41914,45.119650:26.878337 45.119527:26.878437 45.119206:26.878858 45.119134:26.878922 45.119020:26.878988
41915,45.118277:26.880323 45.118410:26.880205 45.118701:26.879772 45.118771:26.879701 45.118875:26.879644
41916,45.119463:26.880028 45.119403:26.879875 45.119248:26.879610 45.119218:26.879544 45.119179:26.879419
41917,45.118711:26.879392 45.118687:26.879558 45.118631:26.879694 45.118343:26.880133 45.118277:26.880323
41918,45.119184:26.879241 45.119211:26.879077 45.119246:26.878975 45.119576:26.878514 45.119650:26.878337
41919,45.119001:26.879652 45.119102:26.879678 45.119162:26.879725 45.119352:26.879942 45.119463:26.880028
41920,45.125121:26.870524 45.125180:26.870356 45.125223:26.870264 45.125476:26.869880 45.125541:26.869721
41921,45.124671:26.870759 45.124623:26.870942 45.124578:26.871033 45.124327:26.871420 45.124265:26.871575
41922,45.125473:26.871360 45.125389:26.871208 45.125187:26.870909 45.125134:26.870761
41923,45.125473:26.871360 45.125623:26.871539 45.125804:26.871781 45.125971:26.872030 45.126149:26.872352 45.126274:26.872701 45.126366:26.873068 45.126412:26.873361 45.126444:26.873707
41924,45.114066:26.797344 45.115202:26.798476
41925,45.111493:26.794788 45.114066:26.797344
41926,45.115202:26.798476 45.116684:26.799924 45.117436:26.800558
41927,45.107794:26.771634 45.108431:26.773093 45.109324:26.775267 45.109856:26.776698 45.110485:26.778470 45.110774:26.779360 45.111172:26.780645 45.111513:26.781763 45.112060:26.783708
41928,45.112170:26.783659 45.111626:26.781720 45.111276:26.780588 45.110598:26.778416 45.109973:26.776636 45.109440:26.775200 45.108539:26.773014 45.107893:26.771559
41929,45.106074:26.768072 45.106769:26.769403 45.107794:26.771634
41930,45.100874:26.759799 45.102114:26.761504 45.102788:26.762503 45.103641:26.763841 45.104486:26.765225 45.105300:26.766630 45.106074:26.768072
41931,45.106843:26.769323 45.106491:26.768669 45.106144:26.767998 45.105337:26.766477 45.104554:26.765125 45.103736:26.763773 45.102845:26.762394 45.102178:26.761407 45.101154:26.759970
41932,45.107893:26.771559 45.106843:26.769323
41933,45.099580:26.757913 45.098495:26.756569 45.097617:26.755561 45.096670:26.754525 45.095542:26.753420 45.094470:26.752417 45.093308:26.751403 45.092039:26.750363 45.090831:26.749445 45.089456:26.748496 45.087922:26.747509 45.086490:26.746682 45.085131:26.745969 45.082504:26.744784
41934,45.082487:26.744911 45.083748:26.745465 45.085089:26.746098 45.086415:26.746795 45.087680:26.747530 45.089244:26.748517 45.090829:26.749610 45.092016:26.750507 45.093183:26.751468 45.094334:26.752460 45.095428:26.753479 45.096515:26.754558 45.097613:26.755754 45.098579:26.756848 45.099828:26.758431
41935,45.111683:26.869104 45.112122:26.869742 45.112667:26.870499 45.113278:26.871243 45.113667:26.871696 45.114346:26.872374 45.114965:26.872907 45.115469:26.873326 45.116245:26.873914 45.116706:26.874218 45.117051:26.874425 45.117475:26.874666 45.118048:26.874968 45.118591:26.875211 45.119082:26.875413 45.119674:26.875632 45.120689:26.875970 45.121714:26.876269
41936,45.121737:26.876120 45.121434:26.876040 45.120692:26.875819 45.119709:26.875492 45.119122:26.875278 45.118623:26.875079 45.118068:26.874828 45.117502:26.874533 45.117082:26.874292 45.116743:26.874077 45.116250:26.873756 45.115809:26.873417 45.115054:26.872813 45.114415:26.872240 45.113739:26.871574 45.113351:26.871136 45.112713:26.870354 45.112197:26.869631 45.111793:26.869039
41937,45.121714:26.876269 45.121893:26.876326
41938,45.121893:26.876326 45.123792:26.876887 45.126260:26.877623 45.126411:26.877667
41939,45.126431:26.877515 45.123838:26.876759 45.121908:26.876164
41940,45.121908:26.876164 45.121737:26.876120
41941,45.111793:26.869039 45.111453:26.868489 45.111066:26.867809 45.110715:26.867156 45.110256:26.866250 45.109733:26.865070 45.109412:26.864233 45.109048:26.863151 45.108703:26.861980 45.108447:26.860929 45.108151:26.859486 45.107977:26.858348 45.107836:26.857125 45.107762:26.856081 45.107720:26.855238 45.107708:26.854261 45.107746:26.853005 45.107804:26.852032 45.107906:26.851019 45.108094:26.849551 45.108328:26.848218 45.108639:26.846546
41942,45.108639:26.846546 45.109078:26.844363 45.109533:26.842094 45.110434:26.837749 45.111149:26.834092 45.111737:26.831104
41943,45.111737:26.831104 45.112160:26.828962 45.112826:26.825604 45.113303:26.823249 45.113572:26.821817 45.113837:26.820406 45.114061:26.818877 45.114248:26.817499 45.114359:26.816602 45.114541:26.814848 45.114645:26.813622 45.114749:26.812298 45.114859:26.810699 45.114906:26.809514 45.114976:26.807496 45.114988:26.806653 45.114984:26.805598 45.114965:26.804151 45.114927:26.802574 45.114874:26.801232 45.114814:26.800223 45.114621:26.797656 45.114390:26.795397 45.114147:26.793406 45.113905:26.791786 45.113553:26.789782 45.113310:26.788452 45.112705:26.785698
41944,45.106809:26.771030 45.107947:26.770149
41945,45.107947:26.770149 45.108347:26.769849 45.114504:26.765068 45.115323:26.764443
41946,45.099686:26.776457 45.102760:26.774119
41947,45.425995:28.023159 45.426172:28.023294 45.426224:28.023329 45.426389:28.023455 45.426544:28.023587
41948,45.426544:28.023587 45.426849:28.023833
41949,45.427208:28.024913 45.427356:28.025170 45.427396:28.025267 45.427440:28.025382 45.427479:28.025536 45.427571:28.026576
41950,45.427739:28.028467 45.427777:28.028884 45.427784:28.028954 45.427791:28.029033 45.427815:28.029298
41951,45.428585:28.037940 45.428658:28.038709 45.428701:28.039097 45.428770:28.039599 45.428875:28.040306
41952,47.440484:26.897946 47.441003:26.898576 47.441099:26.898666 47.441210:26.898740 47.441317:26.898794 47.441420:26.898832 47.441594:26.898856 47.442063:26.898888 47.442189:26.898919 47.442281:26.898962 47.442389:26.899023 47.442482:26.899087 47.442564:26.899163 47.442637:26.899254 47.442800:26.899500 47.442953:26.899794 47.443117:26.900096 47.443189:26.900226 47.443278:26.900375 47.443365:26.900485 47.443458:26.900590 47.444060:26.901088 47.444159:26.901178 47.444255:26.901281 47.444329:26.901381 47.444388:26.901482 47.444803:26.902275 47.445076:26.902790 47.445641:26.903875 47.445770:26.904160
41953,45.662046:25.535860 45.662048:25.535950
41954,45.687275:25.565643 45.687426:25.565999 45.687525:25.566294 45.687632:25.566628 45.687705:25.566950
41955,45.688087:25.568595 45.688148:25.568660 45.688171:25.568690 45.688190:25.568724 45.688397:25.569147 45.688506:25.569399
41956,47.827220:23.149067 47.826902:23.149261
41957,47.757081:23.256253 47.754908:23.260566
41958,47.708347:23.368814 47.707265:23.370828
41959,47.672868:23.422808 47.672523:23.423347 47.672345:23.423626 47.672161:23.423913 47.671878:23.424355 47.669725:23.427723 47.669151:23.428620 47.668470:23.429685
41960,47.673791:23.421374 47.673212:23.422269 47.672868:23.422808
41961,47.380848:23.530485 47.381093:23.529541 47.381619:23.527910 47.382245:23.526413 47.382942:23.524958
41962,47.351902:23.552547 47.351922:23.552441 47.351965:23.552180 47.351982:23.551923 47.351982:23.551740 47.351990:23.551567 47.352021:23.551385 47.352063:23.551251 47.352138:23.551118 47.352306:23.550915 47.352440:23.550776 47.352528:23.550656 47.352590:23.550517 47.352640:23.550361 47.352715:23.549906 47.352820:23.549186
41963,47.352715:23.548040 47.352761:23.548160 47.352792:23.548268 47.352814:23.548400 47.352823:23.548615 47.352820:23.548890 47.352820:23.549186
41964,47.353557:23.547013 47.353938:23.546717 47.354866:23.546012 47.355204:23.545707 47.355488:23.545342 47.356436:23.543647 47.356778:23.543021 47.357088:23.542306
41965,47.357088:23.542306 47.357245:23.542042 47.357448:23.541905 47.357716:23.541861 47.359633:23.542117
41966,47.368911:23.539898 47.369382:23.538982 47.369542:23.538737 47.369784:23.538500 47.370475:23.537970 47.370750:23.537795 47.371425:23.537478 47.371710:23.537254 47.372093:23.536854 47.373324:23.535175 47.373580:23.534903 47.373805:23.534708
41967,47.373805:23.534708 47.374230:23.534463 47.374558:23.534340 47.375019:23.534207 47.375360:23.534169 47.375992:23.534202 47.376533:23.534053 47.376780:23.534027 47.377029:23.534189 47.377427:23.534647 47.377593:23.534854 47.377747:23.535155 47.377859:23.535542 47.378167:23.537487 47.378277:23.537712
41968,47.385550:23.524542 47.385860:23.524547 47.386483:23.524389 47.386668:23.524375 47.386803:23.524394 47.386943:23.524438 47.387078:23.524499 47.387236:23.524599 47.387533:23.524780 47.387652:23.524827 47.387756:23.524840 47.387839:23.524815 47.387918:23.524778 47.388055:23.524660 47.388492:23.524222 47.388637:23.524039 47.388723:23.523893 47.388800:23.523705 47.388872:23.523473 47.388970:23.523155 47.389056:23.522965 47.389178:23.522801 47.389337:23.522663 47.390875:23.521559
41969,47.390875:23.521559 47.391064:23.521454 47.391232:23.521422 47.391354:23.521440 47.391443:23.521495 47.391539:23.521585 47.391665:23.521732 47.391721:23.521797 47.391886:23.521985 47.391961:23.522021 47.392027:23.522022 47.392100:23.522000 47.392166:23.521908 47.392201:23.521807 47.392210:23.521653 47.392189:23.521514
41970,47.392189:23.521514 47.392037:23.521247 47.392004:23.521150 47.391986:23.521077 47.391985:23.520950 47.392035:23.520825 47.392076:23.520790 47.392135:23.520766 47.392184:23.520768 47.392239:23.520797 47.392453:23.521020 47.392519:23.521051 47.392596:23.521060 47.392656:23.521046 47.392719:23.520992 47.392763:23.520883
41971,47.392763:23.520883 47.392809:23.520743 47.392913:23.520354 47.392998:23.520081 47.393198:23.519437 47.393333:23.519073 47.393462:23.518853 47.393555:23.518780 47.393657:23.518777 47.393962:23.518852 47.394067:23.518839 47.394161:23.518770 47.394232:23.518682 47.394305:23.518483 47.394598:23.517270 47.394730:23.516851 47.394908:23.516561 47.395167:23.516351 47.395347:23.516124 47.395691:23.515391
41972,47.404010:23.504710 47.404339:23.504129 47.404790:23.503121 47.405509:23.501496 47.405889:23.500388 47.406287:23.499022 47.406484:23.498431
41973,47.401973:23.506118 47.402141:23.506030 47.402322:23.505980 47.402808:23.505957 47.403157:23.505848 47.403443:23.505570 47.404010:23.504710
41974,47.410798:23.490574 47.410925:23.490282 47.411022:23.490017 47.411118:23.489688 47.411182:23.489364 47.411261:23.488907 47.411423:23.488061 47.411525:23.487708 47.411628:23.487445
41975,47.432336:23.483820 47.432374:23.483800 47.432566:23.483661 47.432813:23.483448 47.433461:23.482688
41976,47.451927:23.479365 47.452478:23.479651 47.452934:23.479823 47.453091:23.479853 47.453316:23.479840 47.453525:23.479806 47.453716:23.479768
41977,47.481206:23.481321 47.481258:23.481276 47.481800:23.480801
41978,47.510731:23.455543 47.511108:23.455407 47.511658:23.455222 47.512297:23.455007
41979,47.578838:23.423863 47.578994:23.423969
41980,47.578994:23.423969 47.580314:23.424808
41981,47.621324:23.481939 47.622047:23.482723 47.622330:23.483029
41982,46.391271:23.782912 46.391481:23.783365
41983,46.391602:23.783269 46.391399:23.782832
41984,46.390270:23.780618 46.390541:23.781266
41985,46.390650:23.781161 46.390386:23.780526
41986,46.817296:23.423981 46.817529:23.423889 46.817726:23.423788
41987,46.830875:23.411857 46.831154:23.411372 46.831493:23.410854
41988,45.274676:26.564777 45.274578:26.564152
41989,45.274765:26.565332 45.274676:26.564777
41990,45.275800:26.570651 45.275761:26.570506 45.275647:26.569994 45.275350:26.568507 45.275076:26.567067 45.274978:26.566574 45.274910:26.566228 45.274850:26.565879 45.274765:26.565332
41991,46.879337:23.419437 46.879897:23.419777 46.880816:23.420345 46.881108:23.420499 46.881366:23.420585 46.881626:23.420591 46.881868:23.420466 46.882049:23.420319 46.882300:23.420038 46.882712:23.419374
41992,46.911808:23.417387 46.911861:23.417397 46.912238:23.417497 46.912428:23.417562 46.912612:23.417690 46.912839:23.417890
41993,46.916053:23.421881 46.916717:23.422636 46.916959:23.422892
41994,46.916959:23.422892 46.917223:23.423056 46.917427:23.423107 46.917626:23.423109 46.917773:23.423089
41995,46.917773:23.423089 46.917965:23.422986 46.918153:23.422840 46.918420:23.422451
41996,46.918420:23.422451 46.918594:23.422032 46.919061:23.420502
41997,45.267163:26.544316 45.267175:26.544136 45.267214:26.543910
41998,45.267253:26.543591 45.267233:26.543432 45.267177:26.543290 45.267082:26.543083 45.266985:26.542901 45.266888:26.542760 45.266765:26.542602 45.266592:26.542392 45.266391:26.542139 45.266315:26.542023 45.266242:26.541871 45.266195:26.541702 45.266170:26.541557 45.266142:26.541291 45.266119:26.541120 45.266083:26.540956 45.266034:26.540827 45.265991:26.540741 45.265893:26.540591 45.265749:26.540385 45.265645:26.540237 45.265588:26.540146 45.265492:26.539947 45.265457:26.539840 45.265410:26.539684
41999,45.267214:26.543910 45.267243:26.543743 45.267253:26.543591
42000,45.270957:26.556457 45.270945:26.556352 45.270947:26.556245
42001,45.271060:26.556629 45.271013:26.556577 45.270981:26.556522 45.270957:26.556457
42002,45.273682:26.560562 45.273619:26.560381 45.273541:26.560185 45.273447:26.559957 45.273347:26.559731 45.273258:26.559552 45.273162:26.559374 45.273082:26.559238 45.273007:26.559130 45.272916:26.559015 45.272821:26.558904 45.272698:26.558742 45.272606:26.558615 45.272526:26.558495 45.272478:26.558417 45.272066:26.557756 45.271907:26.557519 45.271796:26.557370 45.271651:26.557193 45.271480:26.557029 45.271356:26.556910 45.271215:26.556773 45.271060:26.556629
42003,46.940941:23.386450 46.940473:23.386023 46.940352:23.385797 46.940252:23.385544 46.940196:23.385226 46.940176:23.384909 46.940219:23.384428 46.940390:23.384008
42004,46.942194:23.388936 46.942083:23.388605 46.941203:23.386798 46.940941:23.386450
42005,46.941330:23.382708 46.941572:23.382432 46.941809:23.382210 46.942181:23.381961 46.942555:23.381787 46.942867:23.381731 46.943184:23.381791 46.943740:23.382249 46.943923:23.382364 46.944177:23.382405 46.944737:23.382405 46.944881:23.382412
42006,46.989700:23.251580 46.989941:23.251556 46.990064:23.251521 46.990184:23.251492
42007,47.764966:26.069847 47.764853:26.070009
42008,47.765481:26.069126 47.765303:26.069370 47.765130:26.069616 47.764966:26.069847
42009,47.766957:26.067358 47.766764:26.067549 47.766548:26.067775 47.766319:26.068024 47.766111:26.068274 47.765926:26.068520 47.765761:26.068743 47.765548:26.069031 47.765481:26.069126
42010,47.074779:23.203438 47.074963:23.203357 47.075086:23.203324 47.075167:23.203334 47.075244:23.203366 47.075296:23.203419 47.075332:23.203499 47.075356:23.203584 47.075361:23.203681 47.075334:23.203792 47.075285:23.203906 47.075155:23.204067 47.074928:23.204299 47.074607:23.204612 47.074377:23.204836 47.074255:23.204971 47.074197:23.205054 47.074114:23.205211 47.074087:23.205333 47.074100:23.205468 47.074126:23.205575 47.074175:23.205674 47.074259:23.205761 47.074356:23.205791 47.074492:23.205781 47.074619:23.205744 47.074770:23.205687
42011,47.067696:23.209726 47.068058:23.208772 47.068427:23.207892 47.068641:23.207411 47.068759:23.207197 47.068848:23.207059 47.068961:23.206919 47.069114:23.206762 47.069374:23.206553 47.069558:23.206462
42012,47.069558:23.206462 47.069743:23.206394 47.069910:23.206368 47.070162:23.206376 47.070343:23.206406 47.070535:23.206451 47.070715:23.206523 47.070952:23.206630 47.071090:23.206668 47.071199:23.206656 47.071321:23.206592 47.071393:23.206514 47.071454:23.206410 47.071499:23.206295 47.071531:23.206186 47.071550:23.206073 47.071585:23.205753 47.071616:23.205386
42013,47.071616:23.205386 47.071646:23.205126 47.071688:23.204786 47.071752:23.204578 47.071853:23.204357 47.071939:23.204243 47.072010:23.204184 47.072077:23.204144 47.072191:23.204100 47.072340:23.204085 47.072647:23.204088 47.073002:23.204113 47.073193:23.204105 47.073373:23.204063 47.073555:23.204010 47.073767:23.203915 47.074130:23.203744
42014,47.075041:23.205584 47.075322:23.205465 47.075611:23.205338 47.075797:23.205248 47.075951:23.205149 47.076048:23.205081 47.076150:23.204990 47.076313:23.204818 47.076490:23.204621 47.076825:23.204195 47.077120:23.203806 47.077222:23.203658 47.077333:23.203464 47.077454:23.203231
42015,47.123418:23.140859 47.123607:23.139077 47.123636:23.138735 47.123660:23.138455 47.123695:23.138126 47.123742:23.137740 47.123826:23.137396 47.123994:23.137013 47.124121:23.136774 47.124186:23.136592 47.124242:23.136291 47.124235:23.135990 47.124209:23.135493 47.124222:23.135285 47.124277:23.135064 47.124441:23.134717 47.124542:23.134470 47.124609:23.134071 47.124636:23.133900 47.124665:23.133749 47.124794:23.133479 47.124960:23.133240
42016,47.145631:23.087152 47.145643:23.086990 47.145619:23.086830 47.145577:23.086705 47.145508:23.086610 47.145396:23.086519 47.145260:23.086442 47.145163:23.086385 47.145018:23.086308 47.144914:23.086261 47.144842:23.086202 47.144815:23.086139 47.144804:23.086079 47.144800:23.086021 47.144806:23.085964 47.144817:23.085895 47.144838:23.085840 47.144859:23.085798 47.144884:23.085774 47.144920:23.085749 47.144956:23.085747 47.145012:23.085772 47.145079:23.085818 47.145163:23.085912 47.145251:23.085998 47.145371:23.086113 47.145504:23.086216 47.145734:23.086367 47.145835:23.086455 47.145919:23.086544 47.145985:23.086661 47.146043:23.086812 47.146179:23.087249 47.146226:23.087378
42017,47.146226:23.087378 47.146297:23.087527 47.146376:23.087612 47.146458:23.087664 47.146528:23.087700 47.146730:23.087783 47.146911:23.087833 47.147081:23.087905 47.147200:23.087986 47.147438:23.088225 47.147544:23.088404 47.147635:23.088664 47.147983:23.089716 47.148041:23.089886 47.148120:23.090013 47.148194:23.090093 47.148263:23.090131 47.148416:23.090169 47.148918:23.090239 47.149154:23.090281 47.149316:23.090333 47.149419:23.090397 47.149509:23.090495 47.149575:23.090608 47.149646:23.090778 47.149803:23.091271 47.149848:23.091379 47.149899:23.091471 47.150312:23.091905 47.150977:23.092575
42018,47.152903:23.089635 47.153683:23.089644 47.154657:23.089709 47.154818:23.089699 47.155008:23.089667 47.155173:23.089610 47.155386:23.089528 47.155544:23.089444 47.155701:23.089321 47.155836:23.089186 47.155984:23.088970 47.156099:23.088804 47.156237:23.088632 47.156356:23.088543 47.156453:23.088505 47.156549:23.088494 47.156656:23.088506 47.156747:23.088552 47.156816:23.088603 47.156923:23.088745 47.157142:23.089036 47.157285:23.089191 47.157505:23.089364 47.157741:23.089480 47.157927:23.089507 47.158061:23.089496
42019,45.705282:21.919070 45.705316:21.919089 45.705352:21.919095 45.705388:21.919086 45.705421:21.919063
42020,45.704837:21.919419 45.704139:21.920055 45.703387:21.920722 45.702502:21.921454 45.702107:21.921757 45.701669:21.922072
42021,45.705216:21.918920 45.704837:21.919419
42022,45.704837:21.919419 45.705179:21.919151 45.705282:21.919070
42023,45.705478:21.918877 45.705786:21.918486 45.705977:21.918242
42024,45.705977:21.918242 45.705490:21.918642 45.705388:21.918725
42025,45.686580:21.906119 45.686537:21.906123
42026,45.686537:21.906123 45.686493:21.906148 45.686458:21.906193 45.686434:21.906252 45.686427:21.906319 45.686434:21.906385
42027,45.686434:21.906385 45.686458:21.906445 45.686494:21.906490 45.686539:21.906515 45.686587:21.906516 45.686633:21.906495 45.686670:21.906452 45.686696:21.906394
42028,45.686696:21.906394 45.686706:21.906334 45.686702:21.906272 45.686686:21.906215 45.686658:21.906168 45.686622:21.906135 45.686580:21.906119
42029,45.689259:21.912428 45.689354:21.912544 45.689785:21.913132 45.689843:21.913223 45.689893:21.913306 45.690323:21.914101 45.690607:21.914631 45.690817:21.915024
42030,45.681369:21.903223 45.681300:21.903300 45.681292:21.903309 45.681183:21.903431
42031,45.691026:21.902949 45.691007:21.902955 45.690871:21.903003 45.690573:21.903059
42032,45.687728:21.905283 45.687808:21.905212 45.687993:21.905049
42033,45.687206:21.905676 45.687728:21.905283
42034,45.676176:21.908220 45.676061:21.908338 45.675990:21.908430 45.675940:21.908517
42035,45.675581:21.910396 45.675676:21.910137
42036,45.752843:21.999677 45.752899:22.000087 45.752994:22.001245 45.753125:22.003199 45.753178:22.004019 45.753239:22.005081 45.753290:22.005500 45.753376:22.005900 45.753532:22.006592 45.753642:22.006932 45.753784:22.007284 45.753923:22.007576 45.754190:22.008085 45.754828:22.009231 45.755154:22.009786 45.755650:22.010521 45.756109:22.011059 45.756544:22.011478 45.757246:22.012077 45.757604:22.012401 45.757828:22.012621 45.757976:22.012797 45.758094:22.012951 45.758532:22.013614 45.759859:22.015777 45.760810:22.017304 45.761447:22.018369 45.761923:22.019134 45.762236:22.019651 45.762406:22.019976 45.762547:22.020304 45.762682:22.020691 45.762762:22.020966 45.762982:22.021700 45.763168:22.022325 45.763352:22.022985 45.763413:22.023182 45.763456:22.023298 45.763586:22.023621 45.763860:22.024201 45.764374:22.025320 45.764772:22.026241 45.765087:22.027002 45.765830:22.028671 45.766287:22.029559 45.766546:22.030071 45.766886:22.030771 45.767428:22.031979 45.767947:22.033142 45.768219:22.033745 45.768343:22.034044 45.768450:22.034361 45.768516:22.034576 45.768585:22.034834 45.768614:22.034956 45.768654:22.035133 45.768762:22.035763 45.768901:22.036582 45.768987:22.037215 45.769087:22.037931 45.769193:22.038616 45.769278:22.039164
42037,45.675138:21.911571 45.675496:21.910614 45.675581:21.910396
42038,45.680501:21.904643 45.680524:21.904625 45.680539:21.904615 45.680584:21.904577 45.680688:21.904485
42039,45.680015:21.904525 45.680003:21.904568 45.679997:21.904614 45.679997:21.904660 45.680004:21.904706 45.680017:21.904749 45.680036:21.904787 45.680060:21.904818
42040,45.680060:21.904818 45.680088:21.904843 45.680118:21.904858 45.680150:21.904865 45.680182:21.904863 45.680214:21.904851 45.680243:21.904831 45.680268:21.904803 45.680295:21.904757
42041,45.680295:21.904757 45.680312:21.904707 45.680320:21.904653 45.680318:21.904598 45.680308:21.904545
42042,45.680308:21.904545 45.680284:21.904487
42043,45.680284:21.904487 45.680252:21.904444 45.680213:21.904415 45.680170:21.904402 45.680126:21.904407 45.680084:21.904427
42044,45.680084:21.904427 45.680056:21.904453
42045,45.680056:21.904453 45.680033:21.904486 45.680015:21.904525
42046,45.679219:21.905281 45.679682:21.904843 45.679694:21.904832
42047,45.675879:21.908625 45.675868:21.908698 45.675874:21.908771 45.675896:21.908838 45.675932:21.908892
42048,45.676190:21.908703 45.676183:21.908642 45.676166:21.908586 45.676138:21.908539 45.676103:21.908504 45.676063:21.908483 45.676020:21.908479 45.675978:21.908490 45.675940:21.908517
42049,45.676166:21.908830 45.676184:21.908770
42050,45.675966:21.908921 45.676010:21.908938 45.676056:21.908936 45.676099:21.908916 45.676137:21.908880 45.676166:21.908830
42051,45.676105:21.909016 45.676166:21.908830
42052,45.675932:21.908892 45.675966:21.908921
42053,45.675804:21.908810 45.675779:21.908939 45.675760:21.909072
42054,45.675760:21.909072 45.675750:21.909650 45.675744:21.909788 45.675723:21.909898 45.675693:21.909997 45.675676:21.910137
42055,45.675929:21.908528 45.675899:21.908572 45.675879:21.908625
42056,45.675940:21.908517 45.675929:21.908528
42057,45.720179:21.876840 45.720207:21.876816
42058,45.720207:21.876816 45.721182:21.875971
42059,45.719226:21.877676 45.719686:21.877272
42060,45.721182:21.875971 45.726101:21.871654 45.726374:21.871414
42061,47.285467:22.931204 47.285396:22.931262
42062,45.726374:21.871414 45.726644:21.871180
42063,45.727405:21.870762 45.727434:21.870764 45.727462:21.870759 45.727490:21.870748 45.727517:21.870731 45.727540:21.870707 45.727561:21.870679 45.727579:21.870645 45.727592:21.870609 45.727601:21.870569 45.727606:21.870528
42064,45.727606:21.870528 45.727606:21.870487 45.727601:21.870446 45.727592:21.870407 45.727578:21.870370 45.727561:21.870338 45.727540:21.870309 45.727516:21.870286 45.727489:21.870269
42065,45.727489:21.870269 45.727457:21.870256 45.727424:21.870253 45.727391:21.870259 45.727359:21.870273 45.727330:21.870296
42066,45.727330:21.870296 45.727304:21.870325 45.727283:21.870361 45.727266:21.870403 45.727255:21.870448 45.727250:21.870495 45.727252:21.870542
42067,45.727252:21.870542 45.727259:21.870589 45.727272:21.870632 45.727291:21.870672 45.727314:21.870705 45.727342:21.870732 45.727372:21.870751
42068,45.727372:21.870751 45.727405:21.870762
42069,43.926197:28.587307 43.926343:28.587362 43.926467:28.587409 43.926672:28.587522 43.926728:28.587520
42070,43.926728:28.587520 43.926695:28.587453 43.926494:28.587324 43.926427:28.587246 43.926393:28.587183 43.926346:28.587070
42071,43.926070:28.586874 43.925979:28.586890 43.925876:28.586886 43.925691:28.586815 43.925581:28.586804
42072,43.925581:28.586804 43.925679:28.586906 43.925856:28.586994 43.925932:28.587049 43.926005:28.587131
42073,43.926214:28.586834 43.926164:28.586828 43.926114:28.586841 43.926070:28.586874
42074,43.926070:28.586874 43.926040:28.586914 43.926017:28.586962 43.926003:28.587017 43.925999:28.587074 43.926005:28.587131
42075,43.926005:28.587131 43.926021:28.587185 43.926045:28.587232 43.926077:28.587270 43.926114:28.587296
42076,43.925581:28.586804 43.924596:28.586197
42077,47.340587:22.831720 47.340527:22.831829 47.340480:22.831937 47.340445:22.832042
42078,47.340702:22.833092 47.340684:22.833225 47.340646:22.833319 47.340604:22.833403
42079,47.348288:22.816837 47.348181:22.817315 47.348092:22.817710 47.348032:22.817977 47.347840:22.818832
42080,47.351257:22.800514 47.350682:22.800753 47.350492:22.800870
42081,47.349828:22.802269 47.349825:22.802457 47.349835:22.802650 47.349851:22.802790 47.349873:22.802921 47.350128:22.804080
42082,45.672805:21.171096 45.672809:21.171063 45.672811:21.171028 45.672811:21.170994 45.672808:21.170959 45.672803:21.170926 45.672795:21.170893 45.672785:21.170862
